month,geo,programme,seniority,skill,n
2026-08,r:groot-amsterdam,all,all,requirements,3
2026-08,r:groot-amsterdam,all,all,spark,2
2026-08,r:groot-amsterdam,all,all,sql,3
2026-08,r:groot-amsterdam,all,all,stakeholder-management,5
2026-08,r:groot-amsterdam,all,all,terraform,1
2026-08,r:groot-amsterdam,all,all,typescript,5
2026-08,r:groot-amsterdam,all,all,ux-design,1
2026-08,r:groot-amsterdam,all,all,vue,1
2026-08,r:groot-amsterdam,all,all,windows-server,1
2026-08,r:groot-amsterdam,all,entry,angular,1
2026-08,r:groot-amsterdam,all,entry,english-language,1
2026-08,r:groot-amsterdam,all,entry,excel,1
2026-08,r:groot-amsterdam,all,entry,html-css,1
2026-08,r:groot-amsterdam,all,entry,javascript,1
2026-08,r:groot-amsterdam,all,entry,machine-learning,1
2026-08,r:groot-amsterdam,all,entry,networking,1
2026-08,r:groot-amsterdam,all,entry,power-bi,1
2026-08,r:groot-amsterdam,all,entry,project-management,1
2026-08,r:groot-amsterdam,all,entry,python,1
2026-08,r:groot-amsterdam,all,entry,react,1
2026-08,r:groot-amsterdam,all,entry,sql,1
2026-08,r:groot-amsterdam,all,entry,stakeholder-management,1
2026-08,r:groot-amsterdam,all,entry,typescript,1
2026-08,r:groot-amsterdam,all,entry,ux-design,1
2026-08,r:groot-amsterdam,all,internship,english-language,1
2026-08,r:groot-amsterdam,all,internship,excel,1
2026-08,r:groot-amsterdam,all,internship,html-css,1
2026-08,r:groot-amsterdam,all,internship,power-bi,1
2026-08,r:groot-amsterdam,all,internship,project-management,1
2026-08,r:groot-amsterdam,all,junior,angular,1
2026-08,r:groot-amsterdam,all,junior,javascript,1
2026-08,r:groot-amsterdam,all,junior,machine-learning,1
2026-08,r:groot-amsterdam,all,junior,networking,1
2026-08,r:groot-amsterdam,all,junior,python,1
2026-08,r:groot-amsterdam,all,junior,react,1
2026-08,r:groot-amsterdam,all,junior,sql,1
2026-08,r:groot-amsterdam,all,junior,stakeholder-management,1
2026-08,r:groot-amsterdam,all,junior,typescript,1
2026-08,r:groot-amsterdam,all,junior,ux-design,1
2026-08,r:groot-amsterdam,all,medior,ai-llm,2
2026-08,r:groot-amsterdam,all,medior,angular,1
2026-08,r:groot-amsterdam,all,medior,ci-cd,2
2026-08,r:groot-amsterdam,all,medior,javascript,1
2026-08,r:groot-amsterdam,all,medior,machine-learning,2
2026-08,r:groot-amsterdam,all,medior,php,1
2026-08,r:groot-amsterdam,all,medior,typescript,1
2026-08,r:groot-amsterdam,all,senior,agile-scrum,1
2026-08,r:groot-amsterdam,all,senior,ai-llm,1
2026-08,r:groot-amsterdam,all,senior,aws,2
2026-08,r:groot-amsterdam,all,senior,azure,1
2026-08,r:groot-amsterdam,all,senior,ci-cd,1
2026-08,r:groot-amsterdam,all,senior,cybersecurity,1
2026-08,r:groot-amsterdam,all,senior,data-modelling,1
2026-08,r:groot-amsterdam,all,senior,erp,2
2026-08,r:groot-amsterdam,all,senior,excel,1
2026-08,r:groot-amsterdam,all,senior,javascript,2
2026-08,r:groot-amsterdam,all,senior,laravel,1
2026-08,r:groot-amsterdam,all,senior,nodejs,2
2026-08,r:groot-amsterdam,all,senior,project-management,1
2026-08,r:groot-amsterdam,all,senior,python,2
2026-08,r:groot-amsterdam,all,senior,react,1
2026-08,r:groot-amsterdam,all,senior,spark,1
2026-08,r:groot-amsterdam,all,senior,stakeholder-management,1
2026-08,r:groot-amsterdam,all,senior,typescript,2
2026-08,r:groot-amsterdam,all,senior,vue,1
2026-08,r:groot-amsterdam,all,unknown,ai-llm,1
2026-08,r:groot-amsterdam,all,unknown,aws,4
2026-08,r:groot-amsterdam,all,unknown,azure,4
2026-08,r:groot-amsterdam,all,unknown,ci-cd,1
2026-08,r:groot-amsterdam,all,unknown,cybersecurity,4
2026-08,r:groot-amsterdam,all,unknown,dutch-language,1
2026-08,r:groot-amsterdam,all,unknown,english-language,1
2026-08,r:groot-amsterdam,all,unknown,erp,3
2026-08,r:groot-amsterdam,all,unknown,git,1
2026-08,r:groot-amsterdam,all,unknown,iso27001,1
2026-08,r:groot-amsterdam,all,unknown,java,1
2026-08,r:groot-amsterdam,all,unknown,javascript,1
2026-08,r:groot-amsterdam,all,unknown,linux,1
2026-08,r:groot-amsterdam,all,unknown,machine-learning,1
2026-08,r:groot-amsterdam,all,unknown,networking,1
2026-08,r:groot-amsterdam,all,unknown,nodejs,1
2026-08,r:groot-amsterdam,all,unknown,python,3
2026-08,r:groot-amsterdam,all,unknown,react,1
2026-08,r:groot-amsterdam,all,unknown,requirements,3
2026-08,r:groot-amsterdam,all,unknown,spark,1
2026-08,r:groot-amsterdam,all,unknown,sql,2
2026-08,r:groot-amsterdam,all,unknown,stakeholder-management,3
2026-08,r:groot-amsterdam,all,unknown,terraform,1
2026-08,r:groot-amsterdam,all,unknown,typescript,1
2026-08,r:groot-amsterdam,all,unknown,windows-server,1
2026-08,r:groot-amsterdam,business-it-management,all,agile-scrum,1
2026-08,r:groot-amsterdam,business-it-management,all,ai-llm,1
2026-08,r:groot-amsterdam,business-it-management,all,aws,1
2026-08,r:groot-amsterdam,business-it-management,all,cybersecurity,1
2026-08,r:groot-amsterdam,business-it-management,all,erp,2
2026-08,r:groot-amsterdam,business-it-management,all,project-management,1
2026-08,r:groot-amsterdam,business-it-management,all,stakeholder-management,2
2026-08,r:groot-amsterdam,business-it-management,senior,agile-scrum,1
2026-08,r:groot-amsterdam,business-it-management,senior,ai-llm,1
2026-08,r:groot-amsterdam,business-it-management,senior,erp,2
2026-08,r:groot-amsterdam,business-it-management,senior,project-management,1
2026-08,r:groot-amsterdam,business-it-management,senior,stakeholder-management,1
2026-08,r:groot-amsterdam,business-it-management,unknown,aws,1
2026-08,r:groot-amsterdam,business-it-management,unknown,cybersecurity,1
2026-08,r:groot-amsterdam,business-it-management,unknown,stakeholder-management,1
2026-08,r:groot-amsterdam,informatica,all,ai-llm,3
2026-08,r:groot-amsterdam,informatica,all,angular,2
2026-08,r:groot-amsterdam,informatica,all,aws,5
2026-08,r:groot-amsterdam,informatica,all,azure,5
2026-08,r:groot-amsterdam,informatica,all,ci-cd,4
2026-08,r:groot-amsterdam,informatica,all,cybersecurity,3
2026-08,r:groot-amsterdam,informatica,all,data-modelling,1
2026-08,r:groot-amsterdam,informatica,all,dutch-language,1
2026-08,r:groot-amsterdam,informatica,all,excel,1
2026-08,r:groot-amsterdam,informatica,all,git,1
2026-08,r:groot-amsterdam,informatica,all,java,1
2026-08,r:groot-amsterdam,informatica,all,javascript,5
2026-08,r:groot-amsterdam,informatica,all,laravel,1
2026-08,r:groot-amsterdam,informatica,all,linux,1
2026-08,r:groot-amsterdam,informatica,all,machine-learning,4
2026-08,r:groot-amsterdam,informatica,all,nodejs,3
2026-08,r:groot-amsterdam,informatica,all,php,1
2026-08,r:groot-amsterdam,informatica,all,python,5
2026-08,r:groot-amsterdam,informatica,all,react,3
2026-08,r:groot-amsterdam,informatica,all,requirements,1
2026-08,r:groot-amsterdam,informatica,all,spark,2
2026-08,r:groot-amsterdam,informatica,all,sql,2
2026-08,r:groot-amsterdam,informatica,all,stakeholder-management,2
2026-08,r:groot-amsterdam,informatica,all,terraform,1
2026-08,r:groot-amsterdam,informatica,all,typescript,5
2026-08,r:groot-amsterdam,informatica,all,ux-design,1
2026-08,r:groot-amsterdam,informatica,all,vue,1
2026-08,r:groot-amsterdam,informatica,entry,angular,1
2026-08,r:groot-amsterdam,informatica,entry,javascript,1
2026-08,r:groot-amsterdam,informatica,entry,machine-learning,1
2026-08,r:groot-amsterdam,informatica,entry,python,1
2026-08,r:groot-amsterdam,informatica,entry,react,1
2026-08,r:groot-amsterdam,informatica,entry,sql,1
2026-08,r:groot-amsterdam,informatica,entry,stakeholder-management,1
2026-08,r:groot-amsterdam,informatica,entry,typescript,1
2026-08,r:groot-amsterdam,informatica,entry,ux-design,1
2026-08,r:groot-amsterdam,informatica,junior,angular,1
2026-08,r:groot-amsterdam,informatica,junior,javascript,1
2026-08,r:groot-amsterdam,informatica,junior,machine-learning,1
2026-08,r:groot-amsterdam,informatica,junior,python,1
2026-08,r:groot-amsterdam,informatica,junior,react,1
2026-08,r:groot-amsterdam,informatica,junior,sql,1
2026-08,r:groot-amsterdam,informatica,junior,stakeholder-management,1
2026-08,r:groot-amsterdam,informatica,junior,typescript,1
2026-08,r:groot-amsterdam,informatica,junior,ux-design,1
2026-08,r:groot-amsterdam,informatica,medior,ai-llm,2
2026-08,r:groot-amsterdam,informatica,medior,angular,1
2026-08,r:groot-amsterdam,informatica,medior,ci-cd,2
2026-08,r:groot-amsterdam,informatica,medior,javascript,1
2026-08,r:groot-amsterdam,informatica,medior,machine-learning,2
2026-08,r:groot-amsterdam,informatica,medior,php,1
2026-08,r:groot-amsterdam,informatica,medior,typescript,1
2026-08,r:groot-amsterdam,informatica,senior,aws,2
2026-08,r:groot-amsterdam,informatica,senior,azure,1
2026-08,r:groot-amsterdam,informatica,senior,ci-cd,1
2026-08,r:groot-amsterdam,informatica,senior,cybersecurity,1
2026-08,r:groot-amsterdam,informatica,senior,data-modelling,1
2026-08,r:groot-amsterdam,informatica,senior,excel,1
2026-08,r:groot-amsterdam,informatica,senior,javascript,2
2026-08,r:groot-amsterdam,informatica,senior,laravel,1
2026-08,r:groot-amsterdam,informatica,senior,nodejs,2
2026-08,r:groot-amsterdam,informatica,senior,python,2
2026-08,r:groot-amsterdam,informatica,senior,react,1
2026-08,r:groot-amsterdam,informatica,senior,spark,1
2026-08,r:groot-amsterdam,informatica,senior,typescript,2
2026-08,r:groot-amsterdam,informatica,senior,vue,1
2026-08,r:groot-amsterdam,informatica,unknown,ai-llm,1
2026-08,r:groot-amsterdam,informatica,unknown,aws,3
2026-08,r:groot-amsterdam,informatica,unknown,azure,4
2026-08,r:groot-amsterdam,informatica,unknown,ci-cd,1
2026-08,r:groot-amsterdam,informatica,unknown,cybersecurity,2
2026-08,r:groot-amsterdam,informatica,unknown,dutch-language,1
2026-08,r:groot-amsterdam,informatica,unknown,git,1
2026-08,r:groot-amsterdam,informatica,unknown,java,1
2026-08,r:groot-amsterdam,informatica,unknown,javascript,1
2026-08,r:groot-amsterdam,informatica,unknown,linux,1
2026-08,r:groot-amsterdam,informatica,unknown,machine-learning,1
2026-08,r:groot-amsterdam,informatica,unknown,nodejs,1
2026-08,r:groot-amsterdam,informatica,unknown,python,2
2026-08,r:groot-amsterdam,informatica,unknown,react,1
2026-08,r:groot-amsterdam,informatica,unknown,requirements,1
2026-08,r:groot-amsterdam,informatica,unknown,spark,1
2026-08,r:groot-amsterdam,informatica,unknown,sql,1
2026-08,r:groot-amsterdam,informatica,unknown,stakeholder-management,1
2026-08,r:groot-amsterdam,informatica,unknown,terraform,1
2026-08,r:groot-amsterdam,informatica,unknown,typescript,1
2026-08,r:groot-amsterdam,technische-informatica,all,requirements,1
2026-08,r:groot-amsterdam,technische-informatica,unknown,requirements,1
2026-08,r:haaglanden,all,all,agile-scrum,3
2026-08,r:haaglanden,all,all,crm,1
2026-08,r:haaglanden,all,all,cybersecurity,3
2026-08,r:haaglanden,all,all,dutch-language,2
2026-08,r:haaglanden,all,all,iso27001,1
2026-08,r:haaglanden,all,all,java,1
2026-08,r:haaglanden,all,all,linux,1
2026-08,r:haaglanden,all,all,networking,1
2026-08,r:haaglanden,all,all,stakeholder-management,3
2026-08,r:haaglanden,all,all,windows-server,1
2026-08,r:haaglanden,all,entry,crm,1
2026-08,r:haaglanden,all,entry,windows-server,1
2026-08,r:haaglanden,all,junior,crm,1
2026-08,r:haaglanden,all,junior,windows-server,1
2026-08,r:haaglanden,all,senior,agile-scrum,1
2026-08,r:haaglanden,all,senior,java,1
2026-08,r:haaglanden,all,senior,stakeholder-management,1
2026-08,r:haaglanden,all,unknown,agile-scrum,2
2026-08,r:haaglanden,all,unknown,cybersecurity,3
2026-08,r:haaglanden,all,unknown,dutch-language,2
2026-08,r:haaglanden,all,unknown,iso27001,1
2026-08,r:haaglanden,all,unknown,linux,1
2026-08,r:haaglanden,all,unknown,networking,1
2026-08,r:haaglanden,all,unknown,stakeholder-management,2
2026-08,r:haaglanden,business-it-management,all,agile-scrum,1
2026-08,r:haaglanden,business-it-management,all,dutch-language,1
2026-08,r:haaglanden,business-it-management,all,stakeholder-management,1
2026-08,r:haaglanden,business-it-management,unknown,agile-scrum,1
2026-08,r:haaglanden,business-it-management,unknown,dutch-language,1
2026-08,r:haaglanden,business-it-management,unknown,stakeholder-management,1
2026-08,r:haaglanden,informatica,all,agile-scrum,2
2026-08,r:haaglanden,informatica,all,cybersecurity,2
2026-08,r:haaglanden,informatica,all,dutch-language,2
2026-08,r:haaglanden,informatica,all,java,1
2026-08,r:haaglanden,informatica,all,linux,1
2026-08,r:haaglanden,informatica,all,networking,1
2026-08,r:haaglanden,informatica,all,stakeholder-management,2
2026-08,r:haaglanden,informatica,senior,agile-scrum,1
2026-08,r:haaglanden,informatica,senior,java,1
2026-08,r:haaglanden,informatica,unknown,agile-scrum,1
2026-08,r:haaglanden,informatica,unknown,cybersecurity,2
2026-08,r:haaglanden,informatica,unknown,dutch-language,2
2026-08,r:haaglanden,informatica,unknown,linux,1
2026-08,r:haaglanden,informatica,unknown,networking,1
2026-08,r:haaglanden,informatica,unknown,stakeholder-management,2
2026-08,r:helmond-de-peel,all,all,azure,1
2026-08,r:helmond-de-peel,all,all,plc,1
2026-08,r:helmond-de-peel,all,unknown,azure,1
2026-08,r:helmond-de-peel,all,unknown,plc,1
2026-08,r:helmond-de-peel,informatica,all,azure,1
2026-08,r:helmond-de-peel,informatica,all,plc,1
2026-08,r:helmond-de-peel,informatica,unknown,azure,1
2026-08,r:helmond-de-peel,informatica,unknown,plc,1
2026-08,r:helmond-de-peel,technische-informatica,all,plc,1
2026-08,r:helmond-de-peel,technische-informatica,unknown,plc,1
2026-08,r:holland-rijnland,all,all,java,1
2026-08,r:holland-rijnland,all,all,react,1
2026-08,r:holland-rijnland,all,senior,java,1
2026-08,r:holland-rijnland,all,senior,react,1
2026-08,r:holland-rijnland,informatica,all,java,1
2026-08,r:holland-rijnland,informatica,all,react,1
2026-08,r:holland-rijnland,informatica,senior,java,1
2026-08,r:holland-rijnland,informatica,senior,react,1
2026-08,r:midden-brabant,all,all,crm,1
2026-08,r:midden-brabant,all,all,data-analysis,1
2026-08,r:midden-brabant,all,all,erp,1
2026-08,r:midden-brabant,all,all,laravel,1
2026-08,r:midden-brabant,all,all,php,1
2026-08,r:midden-brabant,all,all,requirements,1
2026-08,r:midden-brabant,all,medior,crm,1
2026-08,r:midden-brabant,all,medior,erp,1
2026-08,r:midden-brabant,all,medior,laravel,1
2026-08,r:midden-brabant,all,medior,php,1
2026-08,r:midden-brabant,all,medior,requirements,1
2026-08,r:midden-brabant,all,unknown,data-analysis,1
2026-08,r:midden-brabant,informatica,all,crm,1
2026-08,r:midden-brabant,informatica,all,erp,1
2026-08,r:midden-brabant,informatica,all,laravel,1
2026-08,r:midden-brabant,informatica,all,php,1
2026-08,r:midden-brabant,informatica,all,requirements,1
2026-08,r:midden-brabant,informatica,medior,crm,1
2026-08,r:midden-brabant,informatica,medior,erp,1
2026-08,r:midden-brabant,informatica,medior,laravel,1
2026-08,r:midden-brabant,informatica,medior,php,1
2026-08,r:midden-brabant,informatica,medior,requirements,1
2026-08,r:midden-gelderland,all,all,dotnet,1
2026-08,r:midden-gelderland,all,all,php,1
2026-08,r:midden-gelderland,all,all,stakeholder-management,1
2026-08,r:midden-gelderland,all,senior,dotnet,1
2026-08,r:midden-gelderland,all,senior,php,1
2026-08,r:midden-gelderland,all,senior,stakeholder-management,1
2026-08,r:midden-gelderland,informatica,all,dotnet,1
2026-08,r:midden-gelderland,informatica,all,php,1
2026-08,r:midden-gelderland,informatica,all,stakeholder-management,1
2026-08,r:midden-gelderland,informatica,senior,dotnet,1
2026-08,r:midden-gelderland,informatica,senior,php,1
2026-08,r:midden-gelderland,informatica,senior,stakeholder-management,1
2026-08,r:midden-holland,all,all,cybersecurity,1
2026-08,r:midden-holland,all,all,linux,1
2026-08,r:midden-holland,all,unknown,cybersecurity,1
2026-08,r:midden-holland,all,unknown,linux,1
2026-08,r:midden-holland,business-it-management,all,linux,1
2026-08,r:midden-holland,business-it-management,unknown,linux,1
2026-08,r:midden-holland,informatica,all,cybersecurity,1
2026-08,r:midden-holland,informatica,all,linux,1
2026-08,r:midden-holland,informatica,unknown,cybersecurity,1
2026-08,r:midden-holland,informatica,unknown,linux,1
2026-08,r:midden-limburg,all,all,erp,1
2026-08,r:midden-limburg,all,entry,erp,1
2026-08,r:midden-limburg,all,internship,erp,1
2026-08,r:midden-utrecht,all,all,azure,1
2026-08,r:midden-utrecht,all,all,ci-cd,1
2026-08,r:midden-utrecht,all,all,cpp,1
2026-08,r:midden-utrecht,all,all,cybersecurity,1
2026-08,r:midden-utrecht,all,all,embedded,1
2026-08,r:midden-utrecht,all,all,erp,2
2026-08,r:midden-utrecht,all,all,excel,1
2026-08,r:midden-utrecht,all,all,html-css,1
2026-08,r:midden-utrecht,all,all,linux,1
2026-08,r:midden-utrecht,all,all,php,2
2026-08,r:midden-utrecht,all,all,stakeholder-management,1
2026-08,r:midden-utrecht,all,all,windows-server,1
2026-08,r:midden-utrecht,all,entry,excel,1
2026-08,r:midden-utrecht,all,entry,html-css,1
2026-08,r:midden-utrecht,all,junior,excel,1
2026-08,r:midden-utrecht,all,junior,html-css,1
2026-08,r:midden-utrecht,all,senior,azure,1
2026-08,r:midden-utrecht,all,senior,ci-cd,1
2026-08,r:midden-utrecht,all,senior,cybersecurity,1
2026-08,r:midden-utrecht,all,senior,stakeholder-management,1
2026-08,r:midden-utrecht,all,senior,windows-server,1
2026-08,r:midden-utrecht,all,unknown,cpp,1
2026-08,r:midden-utrecht,all,unknown,embedded,1
2026-08,r:midden-utrecht,all,unknown,erp,2
2026-08,r:midden-utrecht,all,unknown,linux,1
2026-08,r:midden-utrecht,all,unknown,php,2
2026-08,r:midden-utrecht,business-it-management,all,stakeholder-management,1
2026-08,r:midden-utrecht,business-it-management,senior,stakeholder-management,1
2026-08,r:midden-utrecht,informatica,all,azure,1
2026-08,r:midden-utrecht,informatica,all,cpp,1
2026-08,r:midden-utrecht,informatica,all,cybersecurity,1
2026-08,r:midden-utrecht,informatica,all,linux,1
2026-08,r:midden-utrecht,informatica,all,php,1
2026-08,r:midden-utrecht,informatica,senior,azure,1
2026-08,r:midden-utrecht,informatica,senior,cybersecurity,1
2026-08,r:midden-utrecht,informatica,unknown,cpp,1
2026-08,r:midden-utrecht,informatica,unknown,linux,1
2026-08,r:midden-utrecht,informatica,unknown,php,1
2026-08,r:midden-utrecht,technische-informatica,all,embedded,1
2026-08,r:midden-utrecht,technische-informatica,unknown,embedded,1
2026-08,r:noord-limburg,all,all,process-modelling,1
2026-08,r:noord-limburg,all,all,stakeholder-management,1
2026-08,r:noord-limburg,all,unknown,process-modelling,1
2026-08,r:noord-limburg,all,unknown,stakeholder-management,1
2026-08,r:noord-limburg,business-it-management,all,process-modelling,1
2026-08,r:noord-limburg,business-it-management,all,stakeholder-management,1
2026-08,r:noord-limburg,business-it-management,unknown,process-modelling,1
2026-08,r:noord-limburg,business-it-management,unknown,stakeholder-management,1
2026-08,r:noordoost-brabant,all,all,agile-scrum,1
2026-08,r:noordoost-brabant,all,all,dutch-language,1
2026-08,r:noordoost-brabant,all,all,erp,1
2026-08,r:noordoost-brabant,all,all,plc,1
2026-08,r:noordoost-brabant,all,all,stakeholder-management,2
2026-08,r:noordoost-brabant,all,all,windows-server,1
2026-08,r:noordoost-brabant,all,senior,agile-scrum,1
2026-08,r:noordoost-brabant,all,senior,dutch-language,1
2026-08,r:noordoost-brabant,all,senior,erp,1
2026-08,r:noordoost-brabant,all,senior,plc,1
2026-08,r:noordoost-brabant,all,senior,stakeholder-management,2
2026-08,r:noordoost-brabant,all,senior,windows-server,1
2026-08,r:noordoost-brabant,business-it-management,all,agile-scrum,1
2026-08,r:noordoost-brabant,business-it-management,all,dutch-language,1
2026-08,r:noordoost-brabant,business-it-management,all,stakeholder-management,1
2026-08,r:noordoost-brabant,business-it-management,all,windows-server,1
2026-08,r:noordoost-brabant,business-it-management,senior,agile-scrum,1
2026-08,r:noordoost-brabant,business-it-management,senior,dutch-language,1
2026-08,r:noordoost-brabant,business-it-management,senior,stakeholder-management,1
2026-08,r:noordoost-brabant,business-it-management,senior,windows-server,1
2026-08,r:noordoost-brabant,informatica,all,plc,1
2026-08,r:noordoost-brabant,informatica,senior,plc,1
2026-08,r:regio-zwolle,all,all,cpp,1
2026-08,r:regio-zwolle,all,all,cybersecurity,1
2026-08,r:regio-zwolle,all,all,python,1
2026-08,r:regio-zwolle,all,all,stakeholder-management,1
2026-08,r:regio-zwolle,all,all,windows-server,1
2026-08,r:regio-zwolle,all,unknown,cpp,1
2026-08,r:regio-zwolle,all,unknown,cybersecurity,1
2026-08,r:regio-zwolle,all,unknown,python,1
2026-08,r:regio-zwolle,all,unknown,stakeholder-management,1
2026-08,r:regio-zwolle,all,unknown,windows-server,1
2026-08,r:regio-zwolle,informatica,all,cpp,1
2026-08,r:regio-zwolle,informatica,all,python,1
2026-08,r:regio-zwolle,informatica,unknown,cpp,1
2026-08,r:regio-zwolle,informatica,unknown,python,1
2026-08,r:rijk-van-nijmegen,all,all,ai-llm,1
2026-08,r:rijk-van-nijmegen,all,senior,ai-llm,1
2026-08,r:rijk-van-nijmegen,informatica,all,ai-llm,1
2026-08,r:rijk-van-nijmegen,informatica,senior,ai-llm,1
2026-08,r:rijnmond,all,all,agile-scrum,1
2026-08,r:rijnmond,all,all,ai-llm,1
2026-08,r:rijnmond,all,all,cybersecurity,6
2026-08,r:rijnmond,all,all,dutch-language,1
2026-08,r:rijnmond,all,all,erp,1
2026-08,r:rijnmond,all,all,git,1
2026-08,r:rijnmond,all,all,html-css,1
2026-08,r:rijnmond,all,all,iso27001,1
2026-08,r:rijnmond,all,all,javascript,1
2026-08,r:rijnmond,all,all,php,1
2026-08,r:rijnmond,all,all,process-modelling,1
2026-08,r:rijnmond,all,all,stakeholder-management,1
2026-08,r:rijnmond,all,all,swift,1
2026-08,r:rijnmond,all,all,windows-server,1
2026-08,r:rijnmond,all,medior,erp,1
2026-08,r:rijnmond,all,medior,stakeholder-management,1
2026-08,r:rijnmond,all,senior,agile-scrum,1
2026-08,r:rijnmond,all,senior,ai-llm,1
2026-08,r:rijnmond,all,senior,cybersecurity,1
2026-08,r:rijnmond,all,senior,swift,1
2026-08,r:rijnmond,all,unknown,cybersecurity,5
2026-08,r:rijnmond,all,unknown,dutch-language,1
2026-08,r:rijnmond,all,unknown,git,1
2026-08,r:rijnmond,all,unknown,html-css,1
2026-08,r:rijnmond,all,unknown,iso27001,1
2026-08,r:rijnmond,all,unknown,javascript,1
2026-08,r:rijnmond,all,unknown,php,1
2026-08,r:rijnmond,all,unknown,process-modelling,1
2026-08,r:rijnmond,all,unknown,windows-server,1
2026-08,r:rijnmond,business-it-management,all,cybersecurity,1
2026-08,r:rijnmond,business-it-management,all,process-modelling,1
2026-08,r:rijnmond,business-it-management,all,windows-server,1
2026-08,r:rijnmond,business-it-management,unknown,cybersecurity,1
2026-08,r:rijnmond,business-it-management,unknown,process-modelling,1
2026-08,r:rijnmond,business-it-management,unknown,windows-server,1
2026-08,r:rijnmond,informatica,all,agile-scrum,1
2026-08,r:rijnmond,informatica,all,ai-llm,1
2026-08,r:rijnmond,informatica,all,cybersecurity,5
2026-08,r:rijnmond,informatica,all,git,1
2026-08,r:rijnmond,informatica,all,html-css,1
2026-08,r:rijnmond,informatica,all,iso27001,1
2026-08,r:rijnmond,informatica,all,javascript,1
2026-08,r:rijnmond,informatica,all,php,1
2026-08,r:rijnmond,informatica,all,process-modelling,1
2026-08,r:rijnmond,informatica,all,swift,1
2026-08,r:rijnmond,informatica,senior,agile-scrum,1
2026-08,r:rijnmond,informatica,senior,ai-llm,1
2026-08,r:rijnmond,informatica,senior,cybersecurity,1
2026-08,r:rijnmond,informatica,senior,swift,1
2026-08,r:rijnmond,informatica,unknown,cybersecurity,4
2026-08,r:rijnmond,informatica,unknown,git,1
2026-08,r:rijnmond,informatica,unknown,html-css,1
2026-08,r:rijnmond,informatica,unknown,iso27001,1
2026-08,r:rijnmond,informatica,unknown,javascript,1
2026-08,r:rijnmond,informatica,unknown,php,1
2026-08,r:rijnmond,informatica,unknown,process-modelling,1
2026-08,r:rivierenland,all,all,ai-llm,1
2026-08,r:rivierenland,all,unknown,ai-llm,1
2026-08,r:rivierenland,informatica,all,ai-llm,1
2026-08,r:rivierenland,informatica,unknown,ai-llm,1
2026-08,r:stedendriehoek,all,all,angular,1
2026-08,r:stedendriehoek,all,all,aws,2
2026-08,r:stedendriehoek,all,all,azure,2
2026-08,r:stedendriehoek,all,all,ci-cd,2
2026-08,r:stedendriehoek,all,all,cybersecurity,1
2026-08,r:stedendriehoek,all,all,docker,2
2026-08,r:stedendriehoek,all,all,dutch-language,2
2026-08,r:stedendriehoek,all,all,english-language,2
2026-08,r:stedendriehoek,all,all,iso27001,1
2026-08,r:stedendriehoek,all,all,java,1
2026-08,r:stedendriehoek,all,all,javascript,1
2026-08,r:stedendriehoek,all,all,kubernetes,3
2026-08,r:stedendriehoek,all,all,linux,2
2026-08,r:stedendriehoek,all,all,react,1
2026-08,r:stedendriehoek,all,all,rest-api,1
2026-08,r:stedendriehoek,all,all,spring,1
2026-08,r:stedendriehoek,all,all,terraform,2
2026-08,r:stedendriehoek,all,all,vue,1
2026-08,r:stedendriehoek,all,senior,angular,1
2026-08,r:stedendriehoek,all,senior,aws,2
2026-08,r:stedendriehoek,all,senior,azure,1
2026-08,r:stedendriehoek,all,senior,ci-cd,1
2026-08,r:stedendriehoek,all,senior,cybersecurity,1
2026-08,r:stedendriehoek,all,senior,docker,1
2026-08,r:stedendriehoek,all,senior,dutch-language,1
2026-08,r:stedendriehoek,all,senior,english-language,1
2026-08,r:stedendriehoek,all,senior,iso27001,1
2026-08,r:stedendriehoek,all,senior,java,1
2026-08,r:stedendriehoek,all,senior,javascript,1
2026-08,r:stedendriehoek,all,senior,kubernetes,2
2026-08,r:stedendriehoek,all,senior,linux,1
2026-08,r:stedendriehoek,all,senior,react,1
2026-08,r:stedendriehoek,all,senior,spring,1
2026-08,r:stedendriehoek,all,senior,terraform,1
2026-08,r:stedendriehoek,all,senior,vue,1
2026-08,r:stedendriehoek,all,unknown,azure,1
2026-08,r:stedendriehoek,all,unknown,ci-cd,1
2026-08,r:stedendriehoek,all,unknown,docker,1
2026-08,r:stedendriehoek,all,unknown,dutch-language,1
2026-08,r:stedendriehoek,all,unknown,english-language,1
2026-08,r:stedendriehoek,all,unknown,kubernetes,1
2026-08,r:stedendriehoek,all,unknown,linux,1
2026-08,r:stedendriehoek,all,unknown,rest-api,1
2026-08,r:stedendriehoek,all,unknown,terraform,1
2026-08,r:stedendriehoek,informatica,all,angular,1
2026-08,r:stedendriehoek,informatica,all,aws,2
2026-08,r:stedendriehoek,informatica,all,azure,2
2026-08,r:stedendriehoek,informatica,all,ci-cd,2
2026-08,r:stedendriehoek,informatica,all,docker,2
2026-08,r:stedendriehoek,informatica,all,dutch-language,2
2026-08,r:stedendriehoek,informatica,all,english-language,1
2026-08,r:stedendriehoek,informatica,all,java,1
2026-08,r:stedendriehoek,informatica,all,javascript,1
2026-08,r:stedendriehoek,informatica,all,kubernetes,3
2026-08,r:stedendriehoek,informatica,all,linux,2
2026-08,r:stedendriehoek,informatica,all,react,1
2026-08,r:stedendriehoek,informatica,all,rest-api,1
2026-08,r:stedendriehoek,informatica,all,spring,1
2026-08,r:stedendriehoek,informatica,all,terraform,2
