month,geo,programme,seniority,bucket,n
2026-08,r:noordoost-brabant,all,all,75000,1
2026-08,r:noordoost-brabant,all,all,77500,1
2026-08,r:noordoost-brabant,all,senior,62500,1
2026-08,r:noordoost-brabant,all,senior,75000,1
2026-08,r:noordoost-brabant,all,senior,77500,1
2026-08,r:noordoost-brabant,all,unknown,35000,1
2026-08,r:noordoost-brabant,all,unknown,52500,1
2026-08,r:noordoost-brabant,business-it-management,all,52500,1
2026-08,r:noordoost-brabant,business-it-management,all,75000,1
2026-08,r:noordoost-brabant,business-it-management,senior,75000,1
2026-08,r:noordoost-brabant,business-it-management,unknown,52500,1
2026-08,r:noordoost-brabant,informatica,all,62500,1
2026-08,r:noordoost-brabant,informatica,senior,62500,1
2026-08,r:regio-zwolle,all,all,19200,1
2026-08,r:regio-zwolle,all,all,32500,1
2026-08,r:regio-zwolle,all,all,47500,1
2026-08,r:regio-zwolle,all,unknown,19200,1
2026-08,r:regio-zwolle,all,unknown,32500,1
2026-08,r:regio-zwolle,all,unknown,47500,1
2026-08,r:regio-zwolle,informatica,all,47500,1
2026-08,r:regio-zwolle,informatica,unknown,47500,1
2026-08,r:rijnmond,all,all,35000,3
2026-08,r:rijnmond,all,all,42500,1
2026-08,r:rijnmond,all,all,50000,2
2026-08,r:rijnmond,all,all,62500,1
2026-08,r:rijnmond,all,all,65000,1
2026-08,r:rijnmond,all,all,70000,1
2026-08,r:rijnmond,all,all,77500,1
